barcode,author,title,440$v(volume),publisher,copyrightdate,pages,ClassificationNumber,041$h(language),3(stockhead),homebranch,650$a(subject),price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
LGARC#177,Brain Liddle,How to Paint & Draw Techniques,,,1981,"64p,",ARC,,,ARC,,65.45,,,,,,,,
LGARC#178,Alfred Deniels,How to Paint & Draw Landscapes,,,1981,"64p,",ARC,,,ARC,,65.45,,,,,,,,
LGARC#179,Samuel Marshll,How to Paint & Draw People,,,1981,"64p,",ARC,,,ARC,,65.45,,,,,,,,
LGARC#180,Mckay W.B.,Building Construction,,,1985,"170p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#181,Mckay W.B.,Building Construction,,,1985,"143p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#182,Mckay W.B.,Building Construction,,,1985,"162p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#183,Mckay W.B.,Building Construction,,,1985,"170p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#184,Mckay W.B.,Building Construction,,,1985,"170p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#185,Mckay W.B.,Building Construction,,,1985,"170p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#186,Mckay W.B.,Building Construction,,,1985,"170p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#187,Mckay W.B.,Building Construction,,,1985,"170p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#188,Mckay W.B.,Building Construction,,,1985,"143p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#189,Mckay W.B.,Building Construction,,,1985,"143p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#190,Mckay W.B.,Building Construction,,,1985,"143p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#191,Mckay W.B.,Building Construction,,,1985,"143p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#192,Mckay W.B.,Building Construction,,,1985,"143p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#193,Mckay W.B.,Building Construction,,,1985,"162p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#194,Mckay W.B.,Building Construction,,,1985,"162p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#195,Mckay W.B.,Building Construction,,,1985,"162p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#196,Mckay W.B.,Building Construction,,,1985,"162p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#197,Mckay W.B.,Building Construction,,,1985,"162p,,",ARC,,,ARC,,60,,,,,,,,
LGARC#198,Mckay W.B.,Building Construction,,,1985,"274p,,",ARC,,,ARC,,75,,,,,,,,
LGARC#199,Mckay W.B.,Building Construction,,,1985,"274p,,",ARC,,,ARC,,75,,,,,,,,
LGARC#200,Mckay W.B.,Building Construction,,,1985,"274p,,",ARC,,,ARC,,75,,,,,,,,
LGARC#201,Mckay W.B.,Building Construction,,,1985,"274p,,",ARC,,,ARC,,75,,,,,,,,
LGARC#202,Mckay W.B.,Building Construction,,,1985,"274p,,",ARC,,,ARC,,75,,,,,,,,
LGARC#203,"Perenji,Imre",Town & Environment,,,1978,"151p,,",ARC,,,ARC,,354.75,,,,,,,,
LGARC#204,"OLes ,Poul Stevenson",Airchitecture  iIlustration,,,1979,"275p,,",ARC,,,ARC,,445.05,,,,,,,,
LGARC#205,"Mills,Edward.D",Planning Building For habitation Commerce & industry,,,1976,"275p,,",ARC,,,ARC,,422.48,,,,,,,,
LGARC#206,"Mills,Edward.D",Planning Architects technical reference  data                           ,,,1977,"150p,,",ARC,,,ARC,,341.85,,,,,,,,
LGARC#207,"Mills,Edward.D",Planning Building for education culture and science                          ,,,1976,"150p,,",ARC,,,ARC,,341.85,,,,,,,,
LGARC#208,Henri Stiernil,Encyclopedia of World Architecture,,,1977,"253p,,",ARC,,,ARC,,665,,,,,,,,
LGARC#209,Yorword Doreen,The  Architecture of Europe,,,1974,"648p,,",ARC,,,ARC,,306.25,,,,,,,,
LGARC#210,"Mills Edward,D","planniing Buildings for health,welfare & religion",,,1976,"648p,,",ARC,,,ARC,,341.85,,,,,,,,
LGARC#211,"Sahadari, maric",Structural Design in architecture,,,1967,"648p,,",ARC,,,ARC,,308.95,,,,,,,,
LGARC#212,Rao,House building,,,1986,"100p,,",ARC,,,ARC,,24,,,,,,,,
LGARC#213,Rao,Valuation Practice of immovable properties,,,1985,"168p,,",ARC,,,ARC,,46,,,,,,,,
LGARC#214,"Majumdar,R.C.",Ancient India,,,1982,"538p,,",ARC,,,ARC,,45,,,,,,,,
LGARC#215,"Luniya,B.W.",life and Culture in Ancient India,,,1982,"620p,,",ARC,,,ARC,,26,,,,,,,,
LGARC#216,"Shivaramamurti,C", Indian Painting,,,1970,"130p,,",ARC,,,ARC,,11.29,,,,,,,,
LGARC#217,streyar,The main stream of civilization since 1660,,,1974,"836p,,",ARC,,,ARC,,76.75,,,,,,,,
LGARC#218,streyar,The main stream of civilization since 1715,,,1974,"836p,,",ARC,,,ARC,,76.75,,,,,,,,
LGARC#219,"Kery,Danger",Interior Decoration in India,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#220,Cameron,The Illustrated Encyclopedia of technology,,Marshall,,148p,ARC,,,ARC,,162.7,,,,,,,,
LGARC#221,"Davis,William",Fantasy,,Sidgwick London,1984,205p,ARC,,,ARC,,162.9,,,,,,,,
LGARC#222,Wilson Forrest,Building material evaluation hand book,,,1984,"358p,,",ARC,,,ARC,,483,,,,,,,,
LGARC#223,"Beedle,L.S",Dovelopment in the tall building,,,1983,"880p,,",ARC,,,ARC,,1050,,,,,,,,
LGARC#224,"Correa,charls",The New Landscape,,,1985,"135p,,",ARC,,,ARC,,65,,,,,,,,
LGARC#225,"Beedle,L.S","Techniques, architecture in india",,,1985,"187p,,",ARC,,,ARC,,200,,,,,,,,
LGARC#226,"Sterlin,H",Encyclopedia of Worid  arch .,,,1977,"499p,,",ARC,,,ARC,,889.2,,,,,,,,
LGARC#227,"Butler,R.B.",Architectural and Engg.calculation mannual,,,1984,"464p,,",ARC,,,ARC,,385,,,,,,,,
LGARC#228,"Weidhaas,Ernest.R.",Reading Architectural Plans for residencial & Commercial construction,,,1980,"299p,,",ARC,,,ARC,,363.3,,,,,,,,
LGARC#229,"Brown,Frank.E.",Roman Architectural,,,1961,"125p,,",ARC,,,ARC,,83.3,,,,,,,,
LGARC#230,"Dagastino,F.R.",Mechanical & electrical system in construction &  Architectural,,,1978,"545p,,",ARC,,,ARC,,433.3,,,,,,,,
LGARC#231,"Mac Donald,william",Early Christian & Byzantine  Architectural,,,1962,"128p,,",ARC,,,ARC,,111.3,,,,,,,,
LGARC#232,"Mill,Edward.D",Planning the  Architects H.B.,,,1985,"658p,,",ARC,,,ARC,,978,,,,,,,,
LGARC#233,"Frishman,B.L.",Metric Architectural drawing.,,,1981,"191p,,",ARC,,,ARC,,559,,,,,,,,
LGARC#234,"Ashihara,Y.A.",Exterior design in Architecture,,,1981,"139p,,",ARC,,,ARC,,139.3,,,,,,,,
LGARC#235,"Cowan,H.J.",An historical account of Architectural science,,,1977,"202p,,",ARC,,,ARC,,266,,,,,,,,
LGARC#236,"Rosen harold,J.",Construction material for Architecture,,,1985,"233p,,",ARC,,,ARC,,601.3,,,,,,,,
LGARC#237,Redstone,Institutional Buildings,,,1980,"181p,,",ARC,,,ARC,,707,,,,,,,,
LGARC#238,"Redstone,L.G.",Masonry in Architecture,,,1984,"179p,,",ARC,,,ARC,,769.3,,,,,,,,
LGARC#239,"Klien,J.G.",office book D-6,,,1982,"288p,,",ARC,,,ARC,,321.3,,,,,,,,
LGARC#240,Abramovitz,people & Spaces,,,1979,"207p,,",ARC,,,ARC,,209.3,,,,,,,,
LGARC#241,"Saalman,H.",Medieval Architecture,,,1962,"127p,,",ARC,,,ARC,,111.3,,,,,,,,
LGARC#242,"Dibner Devid,R",Building Additions design,,Mcgrahill,1985,"204p,,",ARC,,,ARC,,699.3,,,,,,,,
LGARC#243,"Hammett,R.W.",Architecture in United States,,,1976,"409p,,",ARC,,,ARC,,553,,,,,,,,
LGARC#244,Marley,Marley Technical Roofing mannual,,,1980,"405p,,",ARC,,,ARC,,660,,,,,,,,
LGARC#245,"Bor,Water",The making of cities,,,1972,"256p,,",ARC,,,ARC,,551,,,,,,,,
LGARC#246,Verlag,Fussgangerzonen Pedestrian Areas Zones Pour pietons,,,1977,"256p,,",ARC,,,ARC,,836,,,,,,,,
LGARC#247,"Keller,E.L.",Environmental Geology,,,1979,"548p,,",ARC,,,ARC,,371,,,,,,,,
LGARC#248,"Rutledge,Albert.J.",A visual approach to park design,,,1985,"180p,,",ARC,,,ARC,,349.3,,,,,,,,
LGARC#249,"Health,T.",Method in architecture,,,1984,"241p,,",ARC,,,ARC,,587.3,,,,,,,,
LGARC#250,"Ray,K",The business of building design,,,1976,"151p,,",ARC,,,ARC,,181,,,,,,,,
LGARC#251,"Seelye,R.H.",Civil Engineering Specification,,,1978,"247p,,",ARC,,,ARC,,153,,,,,,,,
LGARC#252,"Ahoe,Wayne",Architecture and Critical imagination,,,1978,"188p,,",ARC,,,ARC,,601.3,,,,,,,,
LGARC#253,"Wise,A",Water sanitary and waste services for building,,,1981,"177p,,",ARC,,,ARC,,174.9,,,,,,,,
LGARC#254,"Osbourn,Derek",Mitchell's Introduction to building,,,1985,"278p,,",ARC,,,ARC,,196.9,,,,,,,,
LGARC#255,"Smith,H.W.",The art of making furniture in miniature,,,1982,"288p,,",ARC,,,ARC,,307.3,,,,,,,,
LGARC#256,Neufert,Architectural data,,,1981,"433p,,",ARC,,,ARC,,330,,,,,,,,
LGARC#257,Monteur,Architecture in India,,,1983,"183p,,",ARC,,,ARC,,265.5,,,,,,,,
LGARC#258,"Gupta,Vinod",Energy and Habitat,,,1984,"96p,,",ARC,,,ARC,,108,,,,,,,,
LGARC#259,Council of Architecture,Regulation of Undergraduate Architectural Education,,COA,1983,36p,ARC,,,ARC,,15,,,,,,,,
LGARC#260,Council of Architecture,Regulation of Undergraduate Architectural Education,,COA,1983,36p,ARC,,,ARC,,15,,,,,,,,
LGARC#261,Rao,Shop Exteriors,,,1986,"166p,,",ARC,,,ARC,,416,,,,,,,,
LGARC#262,Stoctan,Condition of engagement of professional fees & charges of Indian inst.of arch.,,,1986,"33p,,",ARC,,,ARC,,10,,,,,,,,
LGARC#263,rao,H.B.of professional practice,,,1986,"62p,,",ARC,,,ARC,,20,,,,,,,,
LGARC#264,Rao,The Agony and Ecstasy of House Building,,Kadal,,100p,ARC,,,ARC,,24,,,,,,,,
LGARC#265,Scoten,Designer Guide to cooler,,,1986,"135p,,",ARC,,,ARC,,150,,,,,,,,
LGARC#266,rao,Ownership of flats,,,1986,"117p,,",ARC,,,ARC,,46,,,,,,,,
LGARC#267,rao,Valuation Practice of immovable properties,,Gopinath,,168p,ARC,,,ARC,,46,,,,,,,,
LGARC#268,Rao,Plaster ornament,,,1985,"56p,,",ARC,,,ARC,,90,,,,,,,,
LGARC#269,"Pinecrest,E.l.",Pine crest EL Dorado Collection,,,1985,"33p,,",ARC,,,ARC,,75,,,,,,,,
LGARC#270,Pawley,Building for tomorrow,,Sierra Club Book Sanfrancisco,1982,192p,ARC,,,ARC,,236.94,,,,,,,,
LGARC#271,"Martin,",Housing Climate & comfort,,,1980,"186p,,",ARC,,,ARC,,30,,,,,,,,
LGARC#272,"Grover,,",The Architectre of India,,,1981,"224p,,",ARC,,,ARC,,225,,,,,,,,
LGARC#273,,Patel Schedule of buiding works,,,1987,"396p,,",ARC,,,ARC,,160,,,,,,,,
LGARC#274,Doshi,The Empules to adorn,,,1982,"156p,,",ARC,,,ARC,,175,,,,,,,,
LGARC#275,Evans,Housing Climate & Comfort,,,1980,"186p,,",ARC,,,ARC,,666,,,,,,,,
LGARC#276,Evans,The fabrication of virtue,,,1982,"463p,,",ARC,,,ARC,,1155,,,,,,,,
LGARC#277,Hancock,Growth & Change in the future city region,,,1976,"262p,,",ARC,,,ARC,,229.35,,,,,,,,
LGARC#278,"Allen,Konya",Design Primer for hot climate,,,1980,"132p,,",ARC,,,ARC,,150.75,,,,,,,,
LGARC#279,Cowan,Architectural Structures,,,1976,"448p,,",ARC,,,ARC,,793.5,,,,,,,,
LGARC#280,Warde,The backyard  builders,,,1985,"651p,,",ARC,,,ARC,,300.72,,,,,,,,
LGARC#281,Warde,A design and Construction H.B.for energy saving,,,1980,,ARC,,,ARC,,273.32,,,,,,,,
LGARC#282,Syser,Natures design,,,1982,"390p,",ARC,,,ARC,,314.42,,,,,,,,
LGARC#283,Newmartin,Self space & shelter,,,1977,"508p,",ARC,,,ARC,,253.45,,,,,,,,
LGARC#284,Smithies,Principles of design in Arch,,,1981,"88p,",ARC,,,ARC,,283.59,,,,,,,,
LGARC#285,Oles,Architectural Illustration,,,1979,"275p,",ARC,,,ARC,,533.62,,,,,,,,
LGARC#286,Redstone,Institutional Building,,,1980,"181p,",ARC,,,ARC,,691.35,,,,,,,,
LGARC#287,Wagner,Energy efficient Buildings,,,1980,"182p,",ARC,,,ARC,,643.22,,,,,,,,
LGARC#288,Speiregen,Urban design :the architecture of town & cities,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#289,Heimsath,Behavioural  architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#290,Herry,  Time Cost & Architectural,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#291,Ptrika Dutt,V.N.R.handbook of architecture stds.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#292,Wagner,Energy efficient Buildings,,,1980,"182p,",ARC,,,ARC,,,,,,,,,,
LGARC#293,Smithies,Principles of design in Arch,,,1981,"88p,",ARC,,,ARC,,,,,,,,,,
LGARC#294,Redstone,Institutional Building,,,1980,"181p,",ARC,,,ARC,,,,,,,,,,
LGARC#295,Heimsath,Behavioural  architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#296,Parker,Classic dictionary of Architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#297,Khan,Architecture & Community,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#298,Davies,British Architecture in India 1962-1997,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#299,Smith,How to draw & paint landscape,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#300,Santosh Kumar, Architects act in India,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#301,Santosh Kumar, Architects act in India,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#302,I.L.A.,H.B.of Professional Practice,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#303,I.L.A.,H.B.of Professional Practice,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#304,Martin,Specification 84,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#305,Martin,Specification 84,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#306,Martin,Specification 84,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#307,Martin,Specification 84,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#308,Martin,Specification 84,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#309,Brunskill,Illustration H.B. of vernacular  Architectural,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#310,, Architecture a guide Buffalo,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#311,Buiti,Golden Thread,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#312,Pedro,Encyclopedia of architecture & technological change,,,,,ARC,,,ARC,,750,,,,,,,,
LGARC#313,Clark,Architecture Stained glass,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#314,Firshman,Metric architectural drawing,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#315,Redstone,Institutional Building,,,1980,"181p,",ARC,,,ARC,,,,,,,,,,
LGARC#316,Wagner,Energy efficient Buildings,,,1980,"182p,",ARC,,,ARC,,,,,,,,,,
LGARC#317,Reed,H.B.of Vacation home,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#318,Markus,Building climate and Energy,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#319,Krasner,Environmental design and human behavior,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#320,Leach,Technology of interior design rendering and presentation,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#321,,Gardens solar green house,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#322,Holthusen,"Earth sheltering, The form of Energy and Energy of Form",,,,,ARC,,,ARC,,,,,,,,,,
LGARC#323,Flood,Solar Prospect,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#324,Dhake,Television Simplified,,T.M.H. New Delhi,1986,462p,ARC,,,ARC,,39,,,,,,,,
LGARC#325,Fisher R.F.,Engineering for architecture,,McGraw Hill,1980,277p,ARC,,,ARC,,685.3,,,,,,,,
LGARC#326,Mulkraj,Employment income and housing,,,,,ARC,,,ARC,,75,,,,,,,,
LGARC#327,Golani G.,Desert planning,,,,,ARC,,,ARC,,1202.85,,,,,,,,
LGARC#328,Stewart,Brick work and block work,,,,,ARC,,,ARC,,230.85,,,,,,,,
LGARC#329,Dickman,Drawing Interior architecture,,,,,ARC,,,ARC,,445.25,,,,,,,,
LGARC#330,"John Malnar,P.E.",Building construction Drafting & Design,,,,,ARC,,,ARC,,904.2,,,,,,,,
LGARC#331,Cherry,Urban planning problem,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#332,Cowan, Structural System,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#333,Cress Well,Rural Transport & Country planning,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#334,Dovern,People and Places,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#335,Krichenmann,Residencial districts,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#336,"Muller ,Edward J.",Architectural drawing and Light construction,,P.H.I. New Delhi,1967,450p,ARC,,,ARC,,471.18,,,,,,,,
LGARC#337,Facia,Innovative management techniques,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#338,Mills,Planning architects technical reference data,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#339,Mills,Planning building for habitation commerce & industries,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#340,Alfredo,Designing your clients house,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#341,Choules,G.A.house,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#342,Abramoritz,People and Places,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#343,Fletcher,A history of architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#344,Fletcher,A history of architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#345,Callender,T.S.S.for architectural design data,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#346,Callender,Contract administration manual,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#347,Williams,Home craft,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#348,"Mohanty,A.B.",Guide to house buiding,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#349,Mohan,Environmental awareness & Urban Development,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#350,Bhowrick,Urban Development,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#351,Yadav,Land use in big cities taks,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#352,Bawa,Indian Metrology,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#353,Panday,Prehistoric archeology of M.P.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#354,Singh,Urban Planning in India,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#355,Hans,Handbook of Public housing construction manegment,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#356,Brown,Indian architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#357,"Saina,W.S.",Urban & regional Planning information system,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#358,Saini,Urban development Planning Strategies,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#359,Saini/Sinha,Integrated development planning for water,,School & Planning Arch. Deemed University New Delhi,1985,152p,ARC,,,ARC,,150,,,,,,,,
LGARC#360,Kodiyali,Highway Engineering,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#361,Kodiyali,Traffic Engineering & Transport Planning,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#362,G.P.I,Commercial interiors International,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#363,,Ikea 1987/88,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#364,Pinecrest,Open door to the Past Present and future with pine crest de kuns,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#365,,John Buch,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#366,Chijiwa,Color Harmony,,,,,ARC,,,ARC,,550,,,,,,,,
LGARC#367,,Multi colour grill design catalogue,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#368,,Ujjiciofile / mobele per uffico 1988 Kina 2000,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#369,Govt.of Mp,Schedule of rates of bldg.work of P.W.D.Gwalior,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#370,Govt.of Mp,Schedule of rates of bldg.work of P.W.D.Gwalior,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#371,"Singh, Bhoodev",Teaching learning strategiea & mathematical creativity,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#372,"Jayaram,N.",Housing in India,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#373,"Aiyar,Sulochana",Cosumes & ornaments as depicted in the early sculptures of Gwalior Museum,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#374,"Rajan,Ashok",Urban Square Housing in the third World,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#375,"Slyappan,A.",Population and Social Change in the Indian Village,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#376,"Venkataraman,C.P.",Town Planning in early south India,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#377,"Jha,Gangadhar",Local Finance in metropolitan cities,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#378,"Nath,R",Architecture of Fatehpur Sikri,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#379,Callender,T.S.S.for building type,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#380,Gidem Golany,Desert Planning,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#381,"Martin,Evans",Housing Climate and Comfort,,Architecture Press London,1980,186p,ARC,,,ARC,,783,,,,,,,,
LGARC#382,"Paul,Gauguin",Masters of world paintings,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#383,"Pablo, Picasso",Masters of world paintings,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#384,Konankov/Kiran,Vegitable growing in home gardning,,"MIR , Publications Moscow",1987,157p,ARC,,,ARC,,7.25,,,,,,,,
LGARC#385,Shepder,Glazing Practice,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#386,Shepder,Glazing Practice,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#387,"Aerpetor,D.",Architectural material science,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#388,Isaev,Plumbing Systems,,"MIR , Publications Moscow",1987,264p,ARC,,,ARC,,20,,,,,,,,
LGARC#389,Shistoperov,Road & building materials,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#390,Shistoperov,Road & building materials,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#391,"Bogolyutor,S.H.",Exercise in machine drawing,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#392,"Melovsky,Alexander",Ancient Russian cities,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#393,"Nadezhda, Kashina",The aesthetics of dostoyesky,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#394,Francis D.K.Ching,Architecture from space & order,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#395,Francis D.K.Ching,Architecture from space & order,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#396,Ramsey,Architectural graphic standadrds ed 5,,John Wiley Eastern NewYork,1988,854p,ARC,,,ARC,,2385,,,,,,,,
LGARC#397,Harris / Dinesh,T.S.S.for  landscape architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#398,Interiors,Design from scandinavia no.6,,,1983,150p,ARC,,,ARC,,100,,,,,,,,
LGARC#399,Interiors,Design from scandinavia no.7,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#400,Interiors,Design from scandinavia no.8,,,,p,ARC,,,ARC,,100,,,,,,,,
LGARC#401,Interiors,Design from scandinavia no.9,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#402,Interiors,Design from scandinavia no.10,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#403,Interiors,Design from scandinavia no.11,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#404,Interiors,Design from scandinavia no.12,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#405,Interiors,Design from scandinavia no.13,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#406,Interiors,Design from scandinavia no.14,,Wiley,1983,p,ARC,,,ARC,,100,,,,,,,,
LGARC#407,Francis D.K.Ching,Building construction illustrated,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#408,Hans Banz,Building construction Details,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#409,Molnar P.E.,Building Construction drafting and design,,C.B.S. Pub. & Dis. Delhi,1987,244p,ARC,,,ARC,,60,,,,,,,,
LGARC#410,Kohinoor,Attractive indian home plan,,Kohinoor puclication,,,ARC,,,ARC,,,,,,,,,,
LGARC#411,Kohinoor publication,Decent Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#412,Kohinoor publication,Latest Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#413,Kohinoor publication,Simple Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#414,Kohinoor publication,Decent Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#415,Kohinoor publication,Modern Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#416,Kohinoor,Attractive indian home plans,,Kohinoor puclication,,,ARC,,,ARC,,,,,,,,,,
LGARC#417,Kohinoor publication,Latest Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#418,Kohinoor publication,Modern Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#419,Kohinoor publication,Simple Indian home plans,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#420,Kohinoor publication,Decent design of windows,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#421,Kohinoor publication,Modern design of windows,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#422,Kohinoor publication,Modern design of gates,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#423,Kohinoor publication,Decent design of gates,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#424,Kohinoor publication,Decent design of railing & stair case,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#425,Kohinoor publication,Modern design of railing & stair case,,Kohinoor Publication,,,ARC,,,ARC,,,,,,,,,,
LGARC#426,Cowan,Architectural Structures,,Elsevier NewYork,1976,448p,ARC,,,ARC,,960,,,,,,,,
LGARC#427,"Catanese ,Anthony J.",Scientific methods of urban analysis,,Universities of Illionis Press London,1972,336p,ARC,,,ARC,,434.13,,,,,,,,
LGARC#428,Healy Brian,Perspecta 19: the yale architectural journal,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#429,Freeman,Encyclopedia of practical photography,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#430,Heyne,Today's architectural mirror,,,,,ARC,,,ARC,,,,,,,,,,
