barcode,author,title,volume,publisher,copyrightYear,Pages,classificationNumber,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC005669,"Forouzan, B A", Data Communication and Networking ,,Tata McGraw Hill,2000,908,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005670,"Forouzan, B A", Data Communication and Networking ,,Tata McGraw Hill,2000,908,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005671,"Abbey, M", Oracle 8i: A Beginners Guide ,,Tata McGraw Hill,2001,765,4,eng,SCGRANT,SCGRANT,Computer Science,350,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005672,"Schildt, H", C++ Complete Reference ,,Tata McGraw Hill,2001,1008,4,eng,SCGRANT,SCGRANT,Computer Science,375,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005673,"Schildt, H", C++ Complete Reference ,,Tata McGraw Hill,2001,1008,4,eng,SCGRANT,SCGRANT,Computer Science,375,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005674,Pappers, Visual C++ Complete Reference ,,Tata McGraw Hill,2001,1015,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005675,Pappers, Visual C++ Complete Reference ,,Tata McGraw Hill,2001,1015,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005676,Pappers, Visual C++ Complete Reference ,,Tata McGraw Hill,2001,1015,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005677,Pappers, Visual C++ Complete Reference ,,Tata McGraw Hill,2001,1015,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,12/29/2001,196,BK,General Section,NFIC,UBD,
SC005678,"Coachman, J", Oracle 8i: DBA Certification Exam Guide ,,Tata McGraw Hill,2001,1156,4,eng,SCGRANT,SCGRANT,Computer Science,575,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005679,"Coachman, J", Oracle 8i: DBA Certification Exam Guide ,,Tata McGraw Hill,2001,1156,4,eng,SCGRANT,SCGRANT,Computer Science,575,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005680,"Coachman, J", Oracle 8i: DBA Certification Exam Guide ,,Tata McGraw Hill,2001,1156,4,eng,SCGRANT,SCGRANT,Computer Science,575,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005681,"Edminister, J", Electromagnetics ,,McGraw Hill,1993,322,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,4.75,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005682,"Edminister, J", Electromagnetics ,,McGraw Hill,1993,322,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,4.75,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005683,"Edminister, J", Electromagnetics ,,McGraw Hill,1993,322,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,4.75,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005684,"Edminister, J", Electromagnetics ,,McGraw Hill,1993,322,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,4.75,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005685,"Liao, S Y", Microwave Devices and Circuits ,,Prentice Hall of India,2001,542,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005686,"Liao, S Y", Microwave Devices and Circuits ,,Prentice Hall of India,2001,542,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005687,"Liao, S Y", Microwave Devices and Circuits ,,Prentice Hall of India,2001,542,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005688,"Liao, S Y", Microwave Devices and Circuits ,,Prentice Hall of India,2001,542,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005689,Nagrath, Control System Engineering ,,Newage Publication,2001,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005690,Nagrath, Control System Engineering ,,Newage Publication,2001,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005691,Nagrath, Control System Engineering ,,Newage Publication,2001,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005692,Nagrath, Control System Engineering ,,Newage Publication,2001,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005693,Nagrath, Control System Engineering ,,Newage Publication,2001,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005694,Millman, Microelectronics ,,Tata McGraw Hill,2001,1001,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,320,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005695,Millman, Microelectronics ,,Tata McGraw Hill,2001,1001,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,320,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005696,Millman, Microelectronics ,,Tata McGraw Hill,2001,1001,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,320,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005697,Millman, Microelectronics ,,Tata McGraw Hill,2001,1001,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,320,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
SC005698,Millman, Microelectronics ,,Tata McGraw Hill,2001,1001,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,320,INR,12/29/2001,208,BK,General Section,NFIC,UBD,
