barcode,author,title,volume,publisher,copyright,pages,classificationnumber,language,stockhead,issueinglibrary,subject,price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
SC##000238,kshir sagar,Sewerage and Sawafe Treatment,,RPH,1968,390p,,,,SCGRANT,,12.5,,,,,,,,
SC##000239,Shrinivasan,Harboury Dock and Tunnel Engineering,,CBS,1971,156p,,,,SCGRANT,,10,,,,,,,,
SC##000240,Shrinivasan,Harboury Dock and Tunnel Engineering,,CBS,1971,156p,,,,SCGRANT,,10,,,,,,,,
SC##000241,Varshney,Theory and Design of Irrigation Structure,,NCB,1972,858p,,,,SCGRANT,,30,,,,,,,,
SC##000242,Punmia,SM and TS,,SBD,1971,830p,,,,SCGRANT,,21,,,,,,,,
SC##000243,Vazirani,Concrete Structure,,Khanna p,1972,873p,,,,SCGRANT,,20,,,,,,,,
SC##000244,Dutta,Estimating and Costing,,Dutta,1971,880p,,,,SCGRANT,,18,,,,,,,,
SC##000245,Arya,Design of Steel Structure,,NCB Roorkee,1967,735p,,,,SCGRANT,,21.25,,,,,,,,
SC##000246,Arya,Design of Steel Structure,,NCB Roorkee,1967,735p,,,,SCGRANT,,21.25,,,,,,,,
SC##000247,Sushilkumar,Building Construction,,SBD,1968,623p,,,,SCGRANT,,14.5,,,,,,,,
SC##000248,Rangwala,Railway Engineering,,CBS Anand,1971,355p,,,,SCGRANT,,12.5,,,,,,,,
SC##000249,Punmia,Surveying,,SBH Delhi,1971,321p,,,,SCGRANT,,15,,,,,,,,
SC##000250,Punmia,Surveying,,SBH Delhi,1971,321p,,,,SCGRANT,,15,,,,,,,,
SC##000251,Punmia,Surveying,,SBH Delhi,1971,321p,,,,SCGRANT,,15,,,,,,,,
SC##000252,GopalRanjan,Soil Mechanics,,APH,1971,190p,,,,SCGRANT,,18,,,,,,,,
SC##000253,RSkhurmi,Strength of Materials,,ND,1971,492p,,,,SCGRANT,,15.5,,,,,,,,
SC##000254,RSkhurmi,Strength of Materials,,ND,1971,492p,,,,SCGRANT,,15.5,,,,,,,,
SC##000255,Sharma,Building Construction,,SC and co.,1969,500p,,,,SCGRANT,,13.5,,,,,,,,
SC##000256,Sharma,Building Construction,,SC and co.,1969,500p,,,,SCGRANT,,13.5,,,,,,,,
SC##000257,Sharma SK,Engineering materials,,SC and co.,1969,360p,,,,SCGRANT,,9,,,,,,,,
SC##000258,Sharma SK,Engineering materials,,SC and co.,1969,360p,,,,SCGRANT,,9,,,,,,,,
SC##000259,Sharma SK,Engineering materials,,SC and co.,1969,360p,,,,SCGRANT,,9,,,,,,,,
SC##000260,Verma SN,Automatic Control System,,Khanna,1972,559p,,,,SCGRANT,,9,,,,,,,,
SC##000261,Ragwala,Town Planning,,CBS,1974,195p,,,,SCGRANT,,12.5,,,,,,,,
SC##000262,Ragwala,Town Planning,,CBS,1974,195p,,,,SCGRANT,,12.5,,,,,,,,
SC##000263,Rangwala,Water supply and Sanitary Engineering,,CBS,1971,581p,,,,SCGRANT,,16.5,,,,,,,,
SC##000264,Rangwala,Water supply and Sanitary Engineering,,CBS,1971,581p,,,,SCGRANT,,16.5,,,,,,,,
SC##000265,BC Punmiya,Strength of Materials and Mechanics of Structure,,SPD,1974,866p,,,,SCGRANT,,25,,,,,,,,
SC##000266,Saxena and Arora,Railway Engineering,,Dhanpatrai and sons,1975,866p,,,,SCGRANT,,20,,,,,,,,
SC##000267,Vazarani and Ratwani,Analysis of Structures,,khanna,1974,,,,,SCGRANT,,16.25,,,,,,,,
SC##000268,Vazarani and Ratwani,Analysis of Structures,,khanna,1974,,,,,SCGRANT,,16.25,,,,,,,,
SC##000269,BC Punmiya,Irrigation and Water Power Engineering,,SPD,1972,780p,,,,SCGRANT,,27.5,,,,,,,,
SC##000270,Shriniwashan,Harbour Dock and Tunnel Engineering,,SPD,1971,152p,,,,SCGRANT,,10,,,,,,,,
SC##000271,Shriniwashan,Harbour Dock and Tunnel Engineering,,SPD,1971,152p,,,,SCGRANT,,10,,,,,,,,
SC##000272,Khanna and Jasta,Highway Engineering,,NCB,1973,714p,,,,SCGRANT,,22.5,,,,,,,,
SC##000273,BCPunamia,Soil Mechanics,,SBH,1973,874p,,,,SCGRANT,,30,,,,,,,,
SC##000274,Rangwala,Railway Engineering,,CBS,1972,355p,,,,SCGRANT,,12.5,,,,,,,,
SC##000275,Rangwala,Railway Engineering,,CBS,1972,355p,,,,SCGRANT,,12.5,,,,,,,,
SC##000276,BCpunmia,Surveying,,SBH,1972,611p,,,,SCGRANT,,17.5,,,,,,,,
SC##000277,Trifthon,Geology for Engineering,,East West,1960,632p,,,,SCGRANT,,12,,,,,,,,
SC##000278,Uppal,Electrical Power,,Khanna,1973,1740p,,,,SCGRANT,,40,,,,,,,,
SC##000279,Sranabhadran,Telecommunication,,khanna,1973,841p,,,,SCGRANT,,30,,,,,,,,
SC##000280,Sawhnaey,Electrical M/C Design,,BRS,1972,1137p,,,,SCGRANT,,30,,,,,,,,
SC##000281,Hume KJ,Engineering Metrology,,KP,1970,360p,,,,SCGRANT,,25,,,,,,,,
SC##000282,Keswaani HB,Internal Combustion Engines,,SBH,1972,683p,,,,SCGRANT,,25,,,,,,,,
SC##000283,RSKhurmi,Hydraulics and Hydrulic M/C,,SC and C,1974,812p,,,,SCGRANT,,25,,,,,,,,
SC##000284,Bindra,Highway Engineering,,DRand S,1974,434p,,,,SCGRANT,,17.5,,,,,,,,
SC##000285,Ramamurthan,Rcc Structure,,DRand S,1975,950p,,,,SCGRANT,,30,,,,,,,,
SC##000286,Ahuja And Birdi,Civil Engineering Building Construction,,RPD,1974,,,,,SCGRANT,,12.5,,,,,,,,
SC##000287,Rs khurni,Applied machanics,,SC and C,1974,672p,,,,SCGRANT,,8,,,,,,,,
SC##000288,Khannna,Air Port planning and design,,NC and B,1971,362p,,,,SCGRANT,,11.52,,,,,,,,
SC##000289,BCpunmiya,Surveying,,SBH,1972,611p,,,,SCGRANT,,22.5,,,,,,,,
SC##000290,BCpunmiya,Surveying,,SBH,1972,611p,,,,SCGRANT,,25,,,,,,,,
SC##000291,BCpunmiya,Surveying,,SBH,1972,611p,,,,SCGRANT,,17.5,,,,,,,,
SC##000292,Vazarani and Ratwani,Concreate Structure,,Khanna,1973,978p,,,,SCGRANT,,30,,,,,,,,
SC##000293,Soni and Gupta,Electrical Circults and Fields,,DR and D,1968,575p,,,,SCGRANT,,30,,,,,,,,
SC##000294,Taylor,Electric Engergy,,Orinet long,1971,392p,,,,SCGRANT,,15,,,,,,,,
SC##000295,Taylor,Electric Engergy,,Orinet long,1971,392p,,,,SCGRANT,,15,,,,,,,,
SC##000296,Taylor,Electric Engergy,,Orinet long,1971,392p,,,,SCGRANT,,15,,,,,,,,
SC##000297,Benjamin C Kuo,Automatic Control System,,PHL,1973,523p,,,,SCGRANT,,25,,,,,,,,
SC##000298,Kloffler,Industrial Electronic and Control,,Willey,1969,540p,,,,SCGRANT,,20,,,,,,,,
SC##000299,Kloffler,Industrial Electronic and Control,,Willey,1969,540p,,,,SCGRANT,,20,,,,,,,,
SC##000300,Mithal k,Industrial Electronics,,Khanna,1977,405p,,,,SCGRANT,,17.5,,,,,,,,
SC##000301,Mithal k,Industrial Electronics,,Khanna,1977,405p,,,,SCGRANT,,17.5,,,,,,,,
SC##000302,Soni ans Gupta,Electrical Power,,SRS,1970,405p,,,,SCGRANT,,22.5,,,,,,,,
SC##000303,Soni ans Gupta,Electrical Power,,SRS,1970,405p,,,,SCGRANT,,22.5,,,,,,,,
SC##000304,jain RK and Gupta SC,Production Technology,,Khanna,1972,617,,,,SCGRANT,,25,,,,,,,,
SC##000305,Francis,Mechanical Vibration,,PHL,1974,523p,,,,SCGRANT,,18,,,,,,,,
SC##000306,PSG Collage of Techcoimbatore,Design Data Book,,Kalaikakhir,1972,428p,,,,SCGRANT,,27,,,,,,,,
SC##000307,PSG Collage of Techcoimbatore,Design Data Book,,Kalaikakhir,1972,428p,,,,SCGRANT,,27,,,,,,,,
SC##000308,PSG Collage of Techcoimbatore,Design Data Book,,Kalaikakhir,1972,428p,,,,SCGRANT,,27,,,,,,,,
SC##000309,AGHopper,Basic Statistical Quality Control,,Kalaikahir,1969,171p,,,,SCGRANT,,12,,,,,,,,
SC##000310,AGHopper,Basic Statistical Quality Control,,Kalaikahir,1969,171p,,,,SCGRANT,,12,,,,,,,,
SC##000311,Ballaney,Heat Engines,,Khnna,1975,1255p,,,,SCGRANT,,33.75,,,,,,,,
SC##000312,maruin and Mundel,Motion and Time Study,,PHL,1970,674p,,,,SCGRANT,,25,,,,,,,,
SC##000313,Banja TR sharma,Industrial Organistion and Engineering Economics,,Khanna,1973,479p,,,,SCGRANT,,16,,,,,,,,
SC##000314,Banja TR sharma,Industrial Organistion and Engineering Economics,,Khanna,1973,479p,,,,SCGRANT,,16,,,,,,,,
SC##000315,Banja TR sharma,Industrial Organistion and Engineering Economics,,Khanna,1973,479p,,,,SCGRANT,,16,,,,,,,,
SC##000316,vazirani VN,Concrete Structures,,Khanna,1976,1071p,,,,SCGRANT,,30,,,,,,,,
SC##000317,Ramamruthan,RC Concrete Structure,,Khanna,1978,1057p,,,,SCGRANT,,32.5,,,,,,,,
SC##000318,Rangwala,Town Planning,,Khanna,1977,207p,,,,SCGRANT,,12.5,,,,,,,,
SC##000319,Ramchandra,Design of Steel Structure,,SBH,1976,808p,,,,SCGRANT,,25,,,,,,,,
SC##000320,Ramchandra,Design of Steel Structure,,SBH,1976,808p,,,,SCGRANT,,30,,,,,,,,
SC##000321,Estimati Rangwala,Estimating and costing,,CBS,1975,292p,,,,SCGRANT,,20,,,,,,,,
SC##000322,Estimati Rangwala,Estimating and costing,,CBS,1975,292p,,,,SCGRANT,,20,,,,,,,,
SC##000323,Punima,Irrigation and water supply Engineering,,SPD,1977,782p,,,,SCGRANT,,30,,,,,,,,
SC##000324,Duggal,Elements of Public HEalth Enggineering,,SC and co.,1978,386p,,,,SCGRANT,,13,,,,,,,,
SC##000325,Modi Seth,Hydrulics and Fluid Mechanics,,SC and co.,1978,386p,,,,SCGRANT,,35,,,,,,,,
SC##000326,Dobrovolsky,Machine Design,,APM,1977,492p,,,,SCGRANT,,14.5,,,,,,,,
SC##000327,Lal.m,Foundry Technology,,DRD,1978,541p,,,,SCGRANT,,22.5,,,,,,,,
SC##000328,Wiest and Levy,Managment Guide to Pert/CPM,,PHI,1977,227p,,,,SCGRANT,,12.5,,,,,,,,
SC##000329,Patel,Gas Dynamics,,ABDV,1975,360p,,,,SCGRANT,,35,,,,,,,,
SC##000330,"Gupta,RB",Machines Drawing,,SP,1977,519p,,,,SCGRANT,,25,,,,,,,,
SC##000331,PGhosh,Practical Machine Design,,SBC,1969,399p,,,,SCGRANT,,18,,,,,,,,
SC##000332,Panday Singh,Production Engineering,,SPD,1975,530p,,,,SCGRANT,,25,,,,,,,,
SC##000333,Ballaney,Refrigatration and Air Conditions,,KP,1976,594p,,,,SCGRANT,,14.5,,,,,,,,
SC##000334,Balaney,Refrigatration and Air condition,,KP,1976,594p,,,,SCGRANT,,14.5,,,,,,,,
SC##000335,Srirumula,Trasportalion Engineering,,CM,1977,312p,,,,SCGRANT,,15,,,,,,,,
SC##000336,Millman,Electronic devices andf Circuits,,INS,1967,752p,,,,SCGRANT,,71.55,,,,,,,,
SC##000337,lathi,Communication System,,WEL,1977,431p,,,,SCGRANT,,22,,,,,,,,
SC##000338,Gupta and Bhatnager,Electrical Power,,BRS,1977,225p,,,,SCGRANT,,35,,,,,,,,
SC##000339,Skumar,Building Construction,,SPD,1976,649p,,,,SCGRANT,,25,,,,,,,,
SC##000340,Sharma And Agarwal,Machine Design,,KPH,1977,1131p,,,,SCGRANT,,42.5,,,,,,,,
SC##000341,Sawhney,Electronic Measurement,,DR and Sons,1978,1213p,,,,SCGRANT,,35,,,,,,,,
SC##000342,Ballaney,Thermal Engineering,,CPD,1976,1395p,,,,SCGRANT,,40,,,,,,,,
SC##000343,Dhawan,Thermal Engineering,,FPH,1978,512p,,,,SCGRANT,,25,,,,,,,,
SC##000344,Rangwala,Engineering Materials,,CBS,1978,445p,,,,SCGRANT,,20,,,,,,,,
SC##000345,Soni and Gupta,Electrical Circuit Anaylysis,,DR and Sons,1976,445p,,,,SCGRANT,,35,,,,,,,,
SC##000346,Brijlal,Electricity and Magnetism,,RPM,1978,727p,,,,SCGRANT,,25,,,,,,,,
SC##000347,Brijlal,Electricity and Magnetism,,RPM,1978,727p,,,,SCGRANT,,25,,,,,,,,
SC##000348,Brijlal,Electricity and Magnetism,,RPM,1978,727p,,,,SCGRANT,,25,,,,,,,,
SC##000349,Brijlal,Electricity and Magnetism,,RPM,1978,727p,,,,SCGRANT,,25,,,,,,,,
SC##000350,JBRajam,Ptodem Physics,,C and Co,1978,593p,,,,SCGRANT,,16,,,,,,,,
SC##000351,JBRajam,Ptodem Physics,,C and Co,1978,593p,,,,SCGRANT,,16,,,,,,,,
SC##000352,JBRajam,Ptodem Physics,,C and Co,1978,593p,,,,SCGRANT,,16,,,,,,,,
SC##000353,JBRajam,Ptodem Physics,,C and Co,1978,593p,,,,SCGRANT,,16,,,,,,,,
SC##000354,Creese,Differntial Equation for Engineering,,Craw.hill,1978,552p,,,,SCGRANT,,17.5,,,,,,,,
SC##000355,Curnegie,Win friends and Inhuence people,,DBT,1978,246p,,,,SCGRANT,,13.75,,,,,,,,
SC##000356,Lewis,Morepowerful Vovabulary,,DBT,1978,246p,,,,SCGRANT,,11.95,,,,,,,,
SC##000357,Wfunk,Six Week to Word of Power,,PB,1976,278p,,,,SCGRANT,,1.75,,,,,,,,
SC##000358,Taylor,English conversation Pratice,,TMH,1978,301p,,,,SCGRANT,,16.5,,,,,,,,
SC##000359,APanel of Experts,Topical Essays,,KP,1976,415p,,,,SCGRANT,,15,,,,,,,,
SC##000360,M.Malhota,Orient book of Quatations,,P,1976,176p,,,,SCGRANT,,5,,,,,,,,
SC##000361,BHLheraja,Electrical Technology,,SC and Co.,1979,1373p,,,,SCGRANT,,65,,,,,,,,
SC##000362,BHLheraja,Electrical Technology,,SC and Co.,1979,1373p,,,,SCGRANT,,65,,,,,,,,
SC##000363,BHLheraja,Electrical Technology,,SC and Co.,1979,1373p,,,,SCGRANT,,65,,,,,,,,
SC##000364,S.Dasgupta,Control System Theory,,CP,1975,1052p,,,,SCGRANT,,19.5,,,,,,,,
SC##000365,Goyal,Monogragh in Electronics Design,,CP,1979,575p,,,,SCGRANT,,22,,,,,,,,
SC##000366,Goyal,Monogragh in Electronics Design,,CP,1979,575p,,,,SCGRANT,,22,,,,,,,,
SC##000367,Harris,Electrical Measurements,,WEPL,1974,784p,,,,SCGRANT,,22.5,,,,,,,,
SC##000368,Sawhney,Electronic Measurement And Instrumental,,SD and Sons,1978,1213p,,,,SCGRANT,,35,,,,,,,,
SC##000369,Sawhney,Electronic Measurement And Instrumental,,SD and Sons,1978,1213p,,,,SCGRANT,,35,,,,,,,,
SC##000370,Nagrath,control System Engineering,,WEL,1978,491p,,,,SCGRANT,,25,,,,,,,,
SC##000371,Nagrath,control System Engineering,,WEL,1978,491p,,,,SCGRANT,,25,,,,,,,,
SC##000372,Horonjeff,Planning and Design of Airports,,Grewhill,1975,460p,,,,SCGRANT,,34.95,,,,,,,,
SC##000373,Simos,Soil Mechanics and Funds Enggineering,,BG,1977,100p,,,,SCGRANT,,11.75,,,,,,,,
SC##000374,punmia,Surveying,,SBH,1978,330p,,,,SCGRANT,,21.5,,,,,,,,
SC##000375,Punmia B C,Surveying,,Delhi,1977,536p,,,,SCGRANT,,20.5,,,,,,,,
SC##000376,punmia,Surveying,,SBH,1978,330p,,,,SCGRANT,,20,,,,,,,,
SC##000377,Wilson,Physical chemistery,,ED,1978,212p,,,,SCGRANT,,4.95,,,,,,,,
SC##000378,RKBansal,organic Reaction Mechanism,,CUE,1978,790p,,,,SCGRANT,,40.5,,,,,,,,
SC##000379,Mukherjee,Fundamental of Photochemistery,,WEL,1978,347p,,,,SCGRANT,,22,,,,,,,,
SC##000380,Richand,Structure and Speetra of Atoms,,WEL,1978,98p,,,,SCGRANT,,9,,,,,,,,
SC##000381,Box,Time Series Analysis,,Halchand,1976,575p,,,,SCGRANT,,32.95,,,,,,,,
SC##000382,Grant,statistical Quaslity Control,,JSE,1972,694p,,,,SCGRANT,,8.25,,,,,,,,
SC##000383,kaswani,JCEngine,,SBH,1972,700p,,,,SCGRANT,,25,,,,,,,,
SC##000384,Theraja BL,Electrical Technology,,SC and Co,1980,1373p,,,,SCGRANT,,80,,,,,,,,
SC##000385,Theraja BL,Electrical Technology,,SC and Co,1980,1373p,,,,SCGRANT,,80,,,,,,,,
SC##000386,Theraja BL,Electrical Technology,,SC and Co,1980,1373p,,,,SCGRANT,,80,,,,,,,,
SC##000387,Theraja BL,Electrical Technology,,SC and Co,1980,1373p,,,,SCGRANT,,80,,,,,,,,
SC##000388,Patel RC and Karamchandani,Heat Engine,,BD,1979,322p,,,,SCGRANT,,25,,,,,,,,
SC##000389,Garde Rj,Engineering Fields Mechanics,,Premchand,1977,591p,,,,SCGRANT,,27.5,,,,,,,,
SC##000390,Arco,GMAT,,Arco,1978,352p,,,,SCGRANT,,35,,,,,,,,
SC##000391,Arco,Graduate Examination Text,,Arco,1978,448p,,,,SCGRANT,,35,,,,,,,,
SC##000392,Parbin Singh,Geology,,Kph,1980,488p,,,,SCGRANT,,35,,,,,,,,
SC##000393,Parbin Singh,Geology,,Kph,1980,488p,,,,SCGRANT,,35,,,,,,,,
SC##000394,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000395,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000396,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000397,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000398,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000399,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000400,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000401,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000402,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000403,Punmia BC,Strength of Material and Machanic of Structure,,Spd,1981,488p,,,,SCGRANT,,35,,,,,,,,
SC##000404,Therya,E/T,,Bpd,1979,1373p,,,,SCGRANT,,80,,,,,,,,
SC##000405,Arco,GRE,,Rco,1978,448p,,,,SCGRANT,,35,,,,,,,,
SC##000406,Arco,GRE,,Rco,1978,448p,,,,SCGRANT,,35,,,,,,,,
SC##000407,RSKhurmi,Engineering Geology,,Drs,1980,252p,,,,SCGRANT,,13.75,,,,,,,,
SC##000408,ACRao,Internal Combustion Engine,,Rajprakshan,1981,412p,,,,SCGRANT,,30,,,,,,,,
SC##000409,PNModi and Seth,Hydrolics and Fluied Mechnics,,Sbh,1980,1347p,,,,SCGRANT,,45,,,,,,,,
SC##000410,Jain RK,Khannas Mechanical Engineering,,Khanna,1980,528p,,,,SCGRANT,,22.5,,,,,,,,
SC##000411,Gupta RR,Electrical Engineering,,Khanna,1980,160p,,,,SCGRANT,,12.5,,,,,,,,
SC##000412,Deshpandey MV,Electrical Power Station,,Wheela,1980,551p,,,,SCGRANT,,15.75,,,,,,,,
SC##000413,Therja BL,Electrical Technology,,Insi,1980,375p,,,,SCGRANT,,80,,,,,,,,
SC##000414,TurnerDR,Graduate Managment Admission Test,,ARCO,1977,352p,,,,SCGRANT,,35,,,,,,,,
SC##000415,Turner,Graduation Record Examination Optional,,ARCO,1977,448p,,,,SCGRANT,,35,,,,,,,,
SC##000416,JainRk,Machanical Engineering Obj.type.ques.,,Kp,1981,644p,,,,SCGRANT,,27.5,,,,,,,,
SC##000417,Rao Beohor,Theory of IC Engine,,SP,1981,412p,,,,SCGRANT,,30,,,,,,,,
SC##000418,KumarDS,Fluid Machanics and Fluid Power Engineering,,KPH,1981,848p,,,,SCGRANT,,47.5,,,,,,,,
SC##000419,SinhaKp,Metal Cutting,,RPH,1970,129p,,,,SCGRANT,,70.5,,,,,,,,
SC##000420,BindraSP,Principles and Practice of Bridge Engineering,,DRand Sons,1979,351p,,,,SCGRANT,,15,,,,,,,,
SC##000421,KumarDS,Fluid Machanics and Fluid Power Engineering,,PHGH,1981,450p,,,,SCGRANT,,30,,,,,,,,
SC##000422,KumarDS,Fluid Machanics and Fluid Power Engineering,,PHGH,1981,450p,,,,SCGRANT,,30,,,,,,,,
SC##000423,KumarDS,Fluid Machanics and Fluid Power Engineering,,PHGH,1981,450p,,,,SCGRANT,,30,,,,,,,,
SC##000424,KumarDS,Fluid Machanics and Fluid Power Engineering,,PHGH,1981,450p,,,,SCGRANT,,30,,,,,,,,
SC##000425,RajanJB,Modern Physics,,Chanadra Co.,1980,602p,,,,SCGRANT,,20,,,,,,,,
SC##000426,RajanJB,Modern Physics,,Chanadra Co.,1980,602p,,,,SCGRANT,,20,,,,,,,,
SC##000427,Patel,Elements of Heat Engine,,ABD,1980,424p,,,,SCGRANT,,33,,,,,,,,
SC##000428,Patel,Elements of Heat Engine,,ABD,1980,424p,,,,SCGRANT,,33,,,,,,,,
SC##000429,Sharma Aggust,Machine Design,,KPH,1976,1150p,,,,SCGRANT,,55,,,,,,,,
SC##000430,Ramamutham,Strength of Materials,,DRand Sons,1981,1058p,,,,SCGRANT,,35,,,,,,,,
SC##000431,PunmiaBC,S/M and Machanics of Structure,,SPD,1978,874p,,,,SCGRANT,,35,,,,,,,,
SC##000432,PunmiaBC,S/M and Machanics of Structure,,SPD,1978,874p,,,,SCGRANT,,30,,,,,,,,
SC##000433,Rangwala,Engineering Materials,,PH,1981,468p,,,,SCGRANT,,35,,,,,,,,
SC##000434,Rangwala,Engineering Materials,,PH,1981,468p,,,,SCGRANT,,35,,,,,,,,
SC##000435,Arya/Ajmani,Design of Steel Structure,,BCand B,1980,888p,,,,SCGRANT,,38.75,,,,,,,,
SC##000436,Arya/Ajmani,Design of Steel Structure,,BCand B,1980,888p,,,,SCGRANT,,36.75,,,,,,,,
SC##000437,Saxena/Arora,ATB of Railway Engineering,,DR and Sons,1981,559p,,,,SCGRANT,,23.75,,,,,,,,
SC##000438,Saxena/Arora,ATB of Railway Engineering,,DR and Sons,1981,559p,,,,SCGRANT,,23.75,,,,,,,,
SC##000439,Saxena/Arora,ATB of Railway Engineering,,DR and Sons,1981,559p,,,,SCGRANT,,23.75,,,,,,,,
SC##000440,Saxena/Arora,ATB of Railway Engineering,,R and Sons,1981,559p,,,,SCGRANT,,25.75,,,,,,,,
SC##000441,NarangBS,Material Science,,BS,1982,2013p,,,,SCGRANT,,25,,,,,,,,
SC##000442,Bindra SP/Bindra K,Elements of Bridge Tunnel and Railway Engineering,,DR and sons,1976,124,,,,SCGRANT,,17.5,,,,,,,,
SC##000443,Bindra SP/Bindra K,Elements of Bridge Tunnel and Railway Engineering,,DR and sons,1976,124,,,,SCGRANT,,17.5,,,,,,,,
SC##000444,Bindra SP/Bindra K,Elements of Bridge Tunnel and Railway Engineering,,DR and sons,1976,124,,,,SCGRANT,,17.5,,,,,,,,
SC##000445,Bindra SP/Bindra K,Elements of Bridge Tunnel and Railway Engineering,,DR and sons,1976,124,,,,SCGRANT,,17.5,,,,,,,,
SC##000446,RyderGH,Strength of Material,,ELB and M,1969,340p,,,,SCGRANT,,11.5,,,,,,,,
SC##000447,Kazmini SMA,Solid Machanics,,MGH,1981,450p,,,,SCGRANT,,30,,,,,,,,
SC##000448,Ghosh A Malik AK,Theory of Mechanics and Machins,,Ewp,1976,44p,,,,SCGRANT,,19.5,,,,,,,,
SC##000449,Ghosh A Malik AK,Theory of Mechanics and Machins,,Ewp,1976,44p,,,,SCGRANT,,19.5,,,,,,,,
SC##000450,Ramamuthan S,ATB of Applied Mechanics,,DR and Sons,1981,834p,,,,SCGRANT,,30,,,,,,,,
SC##000451,khajuria Dubey,Gas Turbines,,Drand Sons,1981,500p,,,,SCGRANT,,22.5,,,,,,,,
SC##000452,khajuria Dubey,Gas Turbines,,Drand Sons,1981,500p,,,,SCGRANT,,22.5,,,,,,,,
SC##000453,Shariff D,Theory of Machines,,DR and Sons,1981,500p,,,,SCGRANT,,30,,,,,,,,
SC##000454,Kostrybin MT,Applied Science,,MIR,1972,367p,,,,SCGRANT,,5.75,,,,,,,,
SC##000455,Kirillin /sycdev /sheindlin,Engineering Thermodynamics,,MIR,1976,560p,,,,SCGRANT,,18,,,,,,,,
SC##000456,Bogolyubov AV,Engineering Drawing,,MIR,1979,352p,,,,SCGRANT,,12,,,,,,,,
SC##000457,Koven/Korsav,Fundamentals of manufacturing Engineeering,,MIR,1977,422p,,,,SCGRANT,,14,,,,,,,,
SC##000458,Orlov,Fundamental Of Machine Design,,MIR,1976,384p,,,,SCGRANT,,14,,,,,,,,
SC##000459,Orlov,Fundamental Of Machine Design,,MIR,1976,384p,,,,SCGRANT,,6,,,,,,,,
SC##000460,Orlov,Fundamental Of Machine Design,,MIR,1976,384p,,,,SCGRANT,,8.5,,,,,,,,
SC##000461,Orlov,Fundamental Of Machine Design,,MIR,1976,384p,,,,SCGRANT,,12,,,,,,,,
SC##000462,Orlov,Fundamental Of Machine Design,,MIR,1976,384p,,,,SCGRANT,,14,,,,,,,,
SC##000463,Dobrovoloky/Zablonsky,Machine Elements,,MIR,1977,492p,,,,SCGRANT,,14.5,,,,,,,,
SC##000464,Reshetov,Machine Design,,MIR,1978,703p,,,,SCGRANT,,22.5,,,,,,,,
SC##000465,Arlbolevshy,Mechanics in Modern Engineering Design,,MIR,1975,630p,,,,SCGRANT,,18,,,,,,,,
SC##000466,Artoboevshy,Mechanics in Modern Engineering Design,,MIR,1977,636p,,,,SCGRANT,,9,,,,,,,,
SC##000467,Artoboevshy,Mechanics in Modern Engineering Design,,MIR,1977,636p,,,,SCGRANT,,9,,,,,,,,
SC##000468,Artoboevshy,Mechanics in Modern Engineering Design,,MIR,1977,636p,,,,SCGRANT,,12,,,,,,,,
SC##000469,Artoboevshy,Mechanics in Modern Engineering Design,,MIR,1977,636p,,,,SCGRANT,,11,,,,,,,,
SC##000470,Artoboevshy,Mechanics in Modern Engineering Design,,MIR,1977,636p,,,,SCGRANT,,11,,,,,,,,
SC##000471,Artobolevshy,Mechanics in Modren Engineering Design,,MIR,1980,463p,,,,SCGRANT,,11,,,,,,,,
SC##000472,Pebetis/Gellery,Repair of Mental Cutting Machins,,MIR,1979,332p,,,,SCGRANT,,12.5,,,,,,,,
SC##000473,Lakhtin V,Engineering Physical Methodology and Heat Engine,,MIR,1977,424p,,,,SCGRANT,,12,,,,,,,,
SC##000474,Lakhtin V,Engineering Physical Methodology and Heat Engine,,MIR,1977,424p,,,,SCGRANT,,12,,,,,,,,
SC##000475,NavikorJ,Theoryu of Heat Treatment in Metals,,MIR,1978,435p,,,,SCGRANT,,18,,,,,,,,
SC##000476,Gulyaev A,Physical Methodology,,MIR,1978,334p,,,,SCGRANT,,10,,,,,,,,
SC##000477,Gulyaev A,Physical Methodology,,MIR,1978,316p,,,,SCGRANT,,10,,,,,,,,
SC##000478,Patel/,Elements of Heat Engine,,ABD,1981,330p,,,,SCGRANT,,30,,,,,,,,
